Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Sale_Year,Sale_Month,Sale_MonthName,Sale_YearMonth,price_per_room,price_per_landsize,property_age,age_bracket,price_to_area_ratio,cumulative_revenue_pct,pareto_80
Maribyrnong,9 Dale St,4,h,1100000,PI,Nelson,14-05-2016,8.7,3032,4,2,2,586,190,1999.5,Maribyrnong,-37.7648,144.8881,Western Metropolitan,4918,2016,5,May,2016-05,275000,1877.13,18,Post-1997,5767.45,66.109,TRUE
Maribyrnong,26 Mitchell St,3,h,1072000,S,Biggin,14-05-2016,8.7,3032,3,2,2,1396,175,1955,Maribyrnong,-37.7833,144.888,Western Metropolitan,4918,2016,5,May,2016-05,357333.33,767.91,62,1947–1977,5767.45,66.109,TRUE
Maribyrnong,2/105 Raleigh Rd,2,t,479000,S,Rendina,14-05-2016,8.7,3032,2,2,1,0,100,2000,Maribyrnong,-37.7691,144.8905,Western Metropolitan,4918,2016,5,May,2016-05,239500,,17,Post-1997,5767.45,66.109,TRUE
Maribyrnong,3/105 Raleigh Rd,2,t,470000,S,Redina,14-05-2016,8.7,3032,2,2,1,0,100,2000,Maribyrnong,-37.7692,144.8905,Western Metropolitan,4918,2016,5,May,2016-05,235000,,17,Post-1997,5767.45,66.109,TRUE
Maribyrnong,4/105 Raleigh Rd,2,t,510000,PI,Redina,14-05-2016,8.7,3032,2,2,1,176,142,2010,Maribyrnong,-37.7693,144.8905,Western Metropolitan,4918,2016,5,May,2016-05,255000,2897.73,7,Post-1997,5767.45,66.109,TRUE
Maribyrnong,112 Edgewater Bvd,3,t,865000,PI,Clairmont,16-04-2016,8.7,3032,3,2,2,151,35,2010,Maribyrnong,-37.7855,144.8958,Western Metropolitan,4918,2016,4,Apr,2016-04,288333.33,5728.48,7,Post-1997,5767.45,66.109,TRUE
Maribyrnong,42/2 Horizon Dr,2,u,488000,S,Barry,16-04-2016,8.7,3032,2,2,2,0,76,2001.5,Maribyrnong,-37.7752,144.8925,Western Metropolitan,4918,2016,4,Apr,2016-04,244000,,16,Post-1997,5767.45,66.109,TRUE
Maribyrnong,5 Lyric St,4,h,940000,S,GL,16-04-2016,8.7,3032,4,2,1,325,190,2004,Maribyrnong,-37.7822,144.892,Western Metropolitan,4918,2016,4,Apr,2016-04,235000,2892.31,13,Post-1997,5767.45,66.109,TRUE
Maribyrnong,3/26 Middle Rd,2,t,570000,S,Jas,16-04-2016,8.7,3032,3,1,2,98,128,2009,Maribyrnong,-37.7677,144.8925,Western Metropolitan,4918,2016,4,Apr,2016-04,285000,5816.33,8,Post-1997,5767.45,66.109,TRUE
Maribyrnong,7/13 Navigator St,2,h,335000,S,hockingstuart,17-09-2016,8.7,3032,2,1,1,0,99,1999.5,Maribyrnong,-37.7681,144.8979,Western Metropolitan,4918,2016,9,Sep,2016-09,167500,,18,Post-1997,5767.45,66.109,TRUE
Maribyrnong,12 Newstead St,4,h,1900000,VB,Nelson,17-09-2016,8.7,3032,4,3,8,865,373,2013,Maribyrnong,-37.7682,144.8971,Western Metropolitan,4918,2016,9,Sep,2016-09,475000,2196.53,4,Post-1997,5767.45,66.109,TRUE
Maribyrnong,20/9 Fabian Ct,2,t,429000,S,Trimson,18-03-2017,8.7,3032,2,1,1,83,88,1980,Maribyrnong,-37.7732,144.8927,Western Metropolitan,4918,2017,3,Mar,2017-03,214500,5168.67,37,1977–1997,5767.45,66.109,TRUE
Maribyrnong,44/2 Horizon Dr,2,u,495000,S,Brad,18-03-2017,8.7,3032,2,2,2,2978,76,2001.5,Maribyrnong,-37.7752,144.8925,Western Metropolitan,4918,2017,3,Mar,2017-03,247500,166.22,16,Post-1997,5767.45,66.109,TRUE
Maribyrnong,1 Nayook La,3,t,820000,VB,Biggin,18-03-2017,8.7,3032,3,2,2,275,135,2000,Maribyrnong,-37.7719,144.8767,Western Metropolitan,4918,2017,3,Mar,2017-03,273333.33,2981.82,17,Post-1997,5767.45,66.109,TRUE
Maribyrnong,23/4 Wests Rd,3,h,456000,SP,Raine,18-03-2017,8.7,3032,3,2,2,2978,95,2005,Maribyrnong,-37.7737,144.8816,Western Metropolitan,4918,2017,3,Mar,2017-03,152000,153.12,12,Post-1997,5767.45,66.109,TRUE
Maribyrnong,705/60 Edgewater Bvd,2,u,566000,S,Raine,18-06-2016,8.7,3032,2,2,1,2978,80,2012,Maribyrnong,-37.7853,144.8944,Western Metropolitan,4918,2016,6,Jun,2016-06,283000,190.06,5,Post-1997,5767.45,66.109,TRUE
Maribyrnong,19/9 Fabian Ct,2,t,408000,S,Nelson,18-06-2016,8.7,3032,2,1,1,85,84,1980,Maribyrnong,-37.7732,144.8927,Western Metropolitan,4918,2016,6,Jun,2016-06,204000,4800,37,1977–1997,5767.45,66.109,TRUE
Maribyrnong,37 Skyline Dr,4,h,1040000,S,Biggin,18-06-2016,8.7,3032,4,3,2,298,190,1999.5,Maribyrnong,-37.7858,144.8937,Western Metropolitan,4918,2016,6,Jun,2016-06,260000,3489.93,18,Post-1997,5767.45,66.109,TRUE
Maribyrnong,211/20 Pier La,2,u,470000,VB,Trimson,19-11-2016,8.7,3032,2,2,1,0,79,2011,Maribyrnong,-37.7853,144.8999,Western Metropolitan,4918,2016,11,Nov,2016-11,235000,,6,Post-1997,5767.45,66.109,TRUE
Maribyrnong,101 Raleigh Rd,3,h,1460000,S,Woodards,19-11-2016,8.7,3032,3,1,2,926,130,1999.5,Maribyrnong,-37.769,144.8909,Western Metropolitan,4918,2016,11,Nov,2016-11,486666.67,1576.67,18,Post-1997,5767.45,66.109,TRUE
Maribyrnong,6/4 Belvedere Cl,3,h,780000,VB,Nelson,22-05-2016,8.7,3032,3,3,2,173,184,2000,Maribyrnong,-37.773,144.8947,Western Metropolitan,4918,2016,5,May,2016-05,260000,4508.67,17,Post-1997,5767.45,66.109,TRUE
Maribyrnong,31 Forge Cl,3,t,675000,SP,First,22-05-2016,8.7,3032,3,2,2,210,135,2000,Maribyrnong,-37.7732,144.879,Western Metropolitan,4918,2016,5,May,2016-05,225000,3214.29,17,Post-1997,5767.45,66.109,TRUE
Maribyrnong,28 Blair St,2,t,440000,PI,Rendina,22-08-2016,8.7,3032,2,1,2,54,85,2000,Maribyrnong,-37.774,144.8797,Western Metropolitan,4918,2016,8,Aug,2016-08,220000,8148.15,17,Post-1997,5767.45,66.109,TRUE
Maribyrnong,2 Murnong St,4,h,1048700,SP,Brad,23-04-2016,8.7,3032,3,2,2,452,245,1999,Maribyrnong,-37.774,144.877,Western Metropolitan,4918,2016,4,Apr,2016-04,262175,2320.13,18,Post-1997,5767.45,66.109,TRUE
Maribyrnong,28 Blair St,2,t,400000,PI,Rendina,24-09-2016,8.7,3032,2,1,2,54,85,2000,Maribyrnong,-37.774,144.8797,Western Metropolitan,4918,2016,9,Sep,2016-09,200000,7407.41,17,Post-1997,5767.45,66.109,TRUE
Maribyrnong,33 River St,4,h,1215000,S,Raine,24-09-2016,8.7,3032,4,3,4,613,142,1950,Maribyrnong,-37.7799,144.8879,Western Metropolitan,4918,2016,9,Sep,2016-09,303750,1982.06,67,1947–1977,5767.45,66.109,TRUE
Maribyrnong,23 Duffy St,4,h,1180000,SP,Maddison,25-02-2017,8.7,3032,4,3,2,688,166,1960,Maribyrnong,-37.7713,144.8937,Western Metropolitan,4918,2017,2,Feb,2017-02,295000,1715.12,57,1947–1977,5767.45,66.109,TRUE
Maribyrnong,9 Lyric St,4,h,1117000,S,Sweeney,25-02-2017,8.7,3032,4,3,2,325,207,2005,Maribyrnong,-37.7822,144.8922,Western Metropolitan,4918,2017,2,Feb,2017-02,279250,3436.92,12,Post-1997,5767.45,66.109,TRUE
Maribyrnong,4/47 Middle Rd,2,u,420000,S,Alexkarbon,25-02-2017,8.7,3032,2,1,1,0,68,1970,Maribyrnong,-37.7678,144.8899,Western Metropolitan,4918,2017,2,Feb,2017-02,210000,,47,1947–1977,5767.45,66.109,TRUE
Maribyrnong,56 Skyline Dr,5,t,1000000,PI,Edward,25-02-2017,8.7,3032,5,3,2,98,159,2000,Maribyrnong,-37.7843,144.8939,Western Metropolitan,4918,2017,2,Feb,2017-02,200000,10204.08,17,Post-1997,5767.45,66.109,TRUE
Maribyrnong,329 Gordon St,4,h,770000,SP,Jas,26-07-2016,8.7,3032,4,2,2,215,231,2000,Maribyrnong,-37.7817,144.8916,Western Metropolitan,4918,2016,7,Jul,2016-07,192500,3581.4,17,Post-1997,5767.45,66.109,TRUE
Maribyrnong,34 Mitchell St,3,h,905000,S,Biggin,27-06-2016,8.7,3032,3,1,2,696,130,1999.5,Maribyrnong,-37.7832,144.8864,Western Metropolitan,4918,2016,6,Jun,2016-06,301666.67,1300.29,18,Post-1997,5767.45,66.109,TRUE
Maribyrnong,7 Pridham St,5,h,1151000,S,Biggin,27-06-2016,8.7,3032,5,2,5,694,232,1950,Maribyrnong,-37.7819,144.8901,Western Metropolitan,4918,2016,6,Jun,2016-06,230200,1658.5,67,1947–1977,5767.45,66.109,TRUE
Maribyrnong,66 Raleigh Rd,3,h,907000,S,Raine,27-11-2016,8.7,3032,3,1,2,678,124,1950,Maribyrnong,-37.769,144.8935,Western Metropolitan,4918,2016,11,Nov,2016-11,302333.33,1337.76,67,1947–1977,5767.45,66.109,TRUE
Maribyrnong,110/44 Skyline Dr,2,u,570000,PI,McDonald,27-11-2016,8.7,3032,2,2,1,2978,204,2012,Maribyrnong,-37.7853,144.8944,Western Metropolitan,4918,2016,11,Nov,2016-11,285000,191.4,5,Post-1997,5767.45,66.109,TRUE
Maribyrnong,75 Edgewater Bvd,3,h,820000,PI,Biggin,28-05-2016,8.7,3032,3,2,2,203,160,2006,Maribyrnong,-37.7853,144.8972,Western Metropolitan,4918,2016,5,May,2016-05,273333.33,4039.41,11,Post-1997,5767.45,66.109,TRUE
Maribyrnong,39 Kellaway St,3,h,940000,S,Jas,28-05-2016,8.7,3032,3,1,1,695,141,1940,Maribyrnong,-37.7825,144.886,Western Metropolitan,4918,2016,5,May,2016-05,313333.33,1352.52,77,1917–1947,5767.45,66.109,TRUE
Maribyrnong,31 Monash St,4,h,1030000,S,Jas,28-05-2016,8.7,3032,4,2,1,573,196,1925,Maribyrnong,-37.7844,144.8876,Western Metropolitan,4918,2016,5,May,2016-05,257500,1797.56,92,1917–1947,5767.45,66.109,TRUE
Maribyrnong,1 The Esplanade,5,h,1350000,S,Changing,28-05-2016,8.7,3032,5,3,5,670,260,1999.5,Maribyrnong,-37.7676,144.9009,Western Metropolitan,4918,2016,5,May,2016-05,270000,2014.93,18,Post-1997,5767.45,66.109,TRUE
Maribyrnong,6 Ibis Pl,4,h,1230000,SP,Biggin,28-08-2016,8.7,3032,3,3,2,270,215,2009,Maribyrnong,-37.7847,144.8962,Western Metropolitan,4918,2016,8,Aug,2016-08,307500,4555.56,8,Post-1997,5767.45,66.109,TRUE
Maribyrnong,90 Blair St,3,h,460000,VB,Nelson,30-07-2016,8.7,3032,3,2,1,95,130,2001,Maribyrnong,-37.772,144.8801,Western Metropolitan,4918,2016,7,Jul,2016-07,153333.33,4842.11,16,Post-1997,5767.45,66.109,TRUE
Maribyrnong,12 Ibis Pl,3,h,884500,S,Jellis,30-07-2016,8.7,3032,3,2,2,211,234,2005,Maribyrnong,-37.7848,144.8969,Western Metropolitan,4918,2016,7,Jul,2016-07,294833.33,4191.94,12,Post-1997,5767.45,66.109,TRUE
Maribyrnong,34 MacEdon St,3,h,1010000,S,Biggin,30-07-2016,8.7,3032,3,1,1,594,130,1940,Maribyrnong,-37.7804,144.8878,Western Metropolitan,4918,2016,7,Jul,2016-07,336666.67,1700.34,77,1917–1947,5767.45,66.109,TRUE
Maribyrnong,19 Mitchell St,3,h,820000,VB,Biggin,30-07-2016,8.7,3032,3,1,4,539,130,1999.5,Maribyrnong,-37.7837,144.8888,Western Metropolitan,4918,2016,7,Jul,2016-07,273333.33,1521.34,18,Post-1997,5767.45,66.109,TRUE
Maribyrnong,21 Mitchell St,3,h,820000,VB,Biggin,30-07-2016,8.7,3032,3,1,4,578,176,2006,Maribyrnong,-37.7837,144.8887,Western Metropolitan,4918,2016,7,Jul,2016-07,273333.33,1418.69,11,Post-1997,5767.45,66.109,TRUE
Maribyrnong,3/4 Navigator St,2,u,330000,S,Woodards,30-07-2016,8.7,3032,2,1,1,0,76,1970,Maribyrnong,-37.7689,144.8981,Western Metropolitan,4918,2016,7,Jul,2016-07,165000,,47,1947–1977,5767.45,66.109,TRUE
Melbourne,902/16 Liverpool St,1,u,427000,S,Harcourts,03-12-2016,2.8,3000,1,1,0,0,49,2002,Melbourne,-37.8111,144.9715,Northern Metropolitan,17496,2016,12,Dec,2016-12,427000,,15,Post-1997,8108.85,88.414,FALSE
Melbourne,14/2 Exhibition St,2,u,1160500,S,Kay,04-03-2017,2.8,3000,2,2,1,2978,76,2006,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496,2017,3,Mar,2017-03,580250,389.69,11,Post-1997,8108.85,88.414,FALSE
Melbourne,2306/265 Exhibition St,2,u,780000,SP,Galldon,04-06-2016,2.8,3000,2,2,1,0,85,1997,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496,2016,6,Jun,2016-06,390000,,20,Post-1997,8108.85,88.414,FALSE
Melbourne,1501/87 Franklin St,2,u,535000,S,HAR,07-05-2016,2.8,3000,2,1,1,0,84,2001,Melbourne,-37.808,144.9617,Northern Metropolitan,17496,2016,5,May,2016-05,267500,,16,Post-1997,8108.85,88.414,FALSE
Melbourne,3811/80 Abeckett St,2,u,450000,VB,MICM,07-11-2016,2.8,3000,2,1,1,0,55,2014,Melbourne,-37.8091,144.9609,Northern Metropolitan,17496,2016,11,Nov,2016-11,225000,,3,Post-1997,8108.85,88.414,FALSE
Melbourne,405/270 King St,2,u,360000,VB,LITTLE,07-11-2016,2.8,3000,2,1,0,0,66,1974,Melbourne,-37.8138,144.9548,Northern Metropolitan,17496,2016,11,Nov,2016-11,180000,,43,1947–1977,8108.85,88.414,FALSE
Melbourne,805/300 Swanston St,2,u,665000,S,Purplebricks,07-11-2016,2.8,3000,2,1,1,0,80,2004,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496,2016,11,Nov,2016-11,332500,,13,Post-1997,8108.85,88.414,FALSE
Melbourne,1615/250 Elizabeth St,1,u,386000,S,Dingle,10-09-2016,2.8,3000,1,1,0,0,64,1976,Melbourne,-37.8127,144.9627,Northern Metropolitan,17496,2016,9,Sep,2016-09,386000,,41,1947–1977,8108.85,88.414,FALSE
Melbourne,49/2 Exhibition St,1,u,659000,S,Harcourts,10-09-2016,2.8,3000,1,1,1,0,59,2006,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496,2016,9,Sep,2016-09,659000,,11,Post-1997,8108.85,88.414,FALSE
Melbourne,1/5 Davisons Pl,2,u,671000,SP,MICM,10-12-2016,2.8,3000,2,1,1,0,76,2002,Melbourne,-37.8089,144.967,Northern Metropolitan,17496,2016,12,Dec,2016-12,335500,,15,Post-1997,8108.85,88.414,FALSE
Melbourne,2111/620 Collins St,2,u,545000,SP,Greg,12-11-2016,2.8,3000,2,1,1,0,67,2002,Melbourne,-37.8188,144.9544,Northern Metropolitan,17496,2016,11,Nov,2016-11,272500,,15,Post-1997,8108.85,88.414,FALSE
Melbourne,2206/60 Market St,1,u,450000,VB,Dingle,12-11-2016,2.8,3000,1,1,0,0,57,1960,Melbourne,-37.8178,144.9607,Northern Metropolitan,17496,2016,11,Nov,2016-11,450000,,57,1947–1977,8108.85,88.414,FALSE
Melbourne,308/16 Liverpool St,1,u,432000,S,LITTLE,13-08-2016,2.8,3000,1,1,1,0,51,2005,Melbourne,-37.8111,144.9715,Northern Metropolitan,17496,2016,8,Aug,2016-08,432000,,12,Post-1997,8108.85,88.414,FALSE
Melbourne,816/300 Swanston St,1,u,400000,VB,Greg,13-08-2016,2.8,3000,1,1,1,0,49,2005,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496,2016,8,Aug,2016-08,400000,,12,Post-1997,8108.85,88.414,FALSE
Melbourne,928/43 Therry St,1,u,300000,VB,Greg,13-08-2016,2.8,3000,1,1,0,0,49,2002,Melbourne,-37.8078,144.961,Northern Metropolitan,17496,2016,8,Aug,2016-08,300000,,15,Post-1997,8108.85,88.414,FALSE
Melbourne,901/265 Exhibition St,3,u,750000,S,Greg,15-10-2016,2.8,3000,3,2,1,0,122,1998,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496,2016,10,Oct,2016-10,250000,,19,Post-1997,8108.85,88.414,FALSE
Melbourne,208/108 Flinders St,1,u,375000,PI,LITTLE,15-10-2016,2.8,3000,1,1,0,1414,47,2014,Melbourne,-37.8161,144.9712,Northern Metropolitan,17496,2016,10,Oct,2016-10,375000,265.21,3,Post-1997,8108.85,88.414,FALSE
Melbourne,33/300 King St,1,u,680000,S,MICM,17-09-2016,2.8,3000,1,1,2,0,102,1965,Melbourne,-37.8132,144.9545,Northern Metropolitan,17496,2016,9,Sep,2016-09,680000,,52,1947–1977,8108.85,88.414,FALSE
Melbourne,1001/639 Little Bourke St,2,u,470000,VB,Greg,18-03-2017,2.8,3000,2,1,2,0,55,1917,Melbourne,-37.816,144.9535,Northern Metropolitan,17496,2017,3,Mar,2017-03,235000,,100,1917–1947,8108.85,88.414,FALSE
Melbourne,3301/288 Spencer St,2,u,650000,VB,Elite,18-03-2017,2.8,3000,2,1,1,0,92,2002,Melbourne,-37.8138,144.952,Northern Metropolitan,17496,2017,3,Mar,2017-03,325000,,15,Post-1997,8108.85,88.414,FALSE
Melbourne,715/300 Swanston St,2,u,483000,S,Greg,18-03-2017,2.8,3000,1,1,1,0,68,2004,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496,2017,3,Mar,2017-03,241500,,13,Post-1997,8108.85,88.414,FALSE
Melbourne,304/8 Sutherland St,3,u,610000,S,Pagan,18-06-2016,2.8,3000,3,2,0,0,114.5,2002,Melbourne,-37.8114,144.961,Northern Metropolitan,17496,2016,6,Jun,2016-06,203333.33,,15,Post-1997,8108.85,88.414,FALSE
Melbourne,32/2 Exhibition St,1,u,700000,VB,Castran,19-11-2016,2.8,3000,1,1,1,0,64,1920,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496,2016,11,Nov,2016-11,700000,,97,1917–1947,8108.85,88.414,FALSE
Melbourne,1206/483 Swanston St,2,u,520000,VB,Greg,19-11-2016,2.8,3000,1,1,1,2978,68,2005,Melbourne,-37.8072,144.9623,Northern Metropolitan,17496,2016,11,Nov,2016-11,260000,174.61,12,Post-1997,8108.85,88.414,FALSE
Melbourne,303/166 Flinders St,1,u,440000,S,Harcourts,22-08-2016,2.8,3000,1,1,1,0,65,1920,Melbourne,-37.8168,144.9691,Northern Metropolitan,17496,2016,8,Aug,2016-08,440000,,97,1917–1947,8108.85,88.414,FALSE
Melbourne,43/1 Exhibition St,1,u,436000,S,RT,23-04-2016,2.8,3000,1,1,0,0,49,2002,Melbourne,-37.8159,144.972,Northern Metropolitan,17496,2016,4,Apr,2016-04,436000,,15,Post-1997,8108.85,88.414,FALSE
Melbourne,507/325 Collins St,2,u,733000,S,MICM,24-09-2016,2.8,3000,2,2,1,0,94,1965,Melbourne,-37.8166,144.9635,Northern Metropolitan,17496,2016,9,Sep,2016-09,366500,,52,1947–1977,8108.85,88.414,FALSE
Melbourne,702/108 Flinders St,2,u,675000,VB,Kay,24-09-2016,2.8,3000,2,2,1,0,76,2014,Melbourne,-37.8161,144.9712,Northern Metropolitan,17496,2016,9,Sep,2016-09,337500,,3,Post-1997,8108.85,88.414,FALSE
Melbourne,60 Hayward La,3,h,1630000,S,Dingle,25-02-2017,2.8,3000,3,2,0,95,130,1965,Melbourne,-37.8092,144.967,Northern Metropolitan,17496,2017,2,Feb,2017-02,543333.33,17157.89,52,1947–1977,8108.85,88.414,FALSE
Melbourne,1003/265 Exhibition St,3,u,760000,S,hockingstuart,28-05-2016,2.8,3000,2,2,1,0,89,1997,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496,2016,5,May,2016-05,253333.33,,20,Post-1997,8108.85,88.414,FALSE
Melbourne,103/565 Flinders St,2,u,360000,VB,Dingle,28-08-2016,2.8,3000,1,1,1,1136,69,2009,Melbourne,-37.8211,144.9559,Northern Metropolitan,17496,2016,8,Aug,2016-08,180000,316.9,8,Post-1997,8108.85,88.414,FALSE
Melbourne,509/33 MacKenzie St,2,u,390000,PI,Dingle,30-07-2016,2.8,3000,2,1,1,1751,76,2012,Melbourne,-37.8077,144.9668,Northern Metropolitan,17496,2016,7,Jul,2016-07,195000,222.73,5,Post-1997,8108.85,88.414,FALSE
Middle Park,277 Danks St,3,h,2600000,VB,Cayzer,03-09-2016,4.1,3206,3,1,1,279,133,1900,Port Phillip,-37.8499,144.957,Southern Metropolitan,2019,2016,9,Sep,2016-09,866666.67,9319,117,Pre-1917,14753.23,71.552,TRUE
Middle Park,198 Page St,3,h,2350000,S,Cayzer,03-12-2016,4.1,3206,3,1,2,277,132,1900,Port Phillip,-37.8516,144.9624,Southern Metropolitan,2019,2016,12,Dec,2016-12,783333.33,8483.75,117,Pre-1917,14753.23,71.552,TRUE
Middle Park,96 Hambleton St,3,h,2956000,S,Marshall,04-03-2017,4.1,3206,3,2,0,300,130,1900,Port Phillip,-37.8477,144.9607,Southern Metropolitan,2019,2017,3,Mar,2017-03,985333.33,9853.33,117,Pre-1917,14753.23,71.552,TRUE
Middle Park,2/61 Canterbury Rd,2,u,535000,S,hockingstuart,04-06-2016,4.1,3206,2,1,1,760,58,1930,Port Phillip,-37.8474,144.9625,Southern Metropolitan,2019,2016,6,Jun,2016-06,267500,703.95,87,1917–1947,14753.23,71.552,TRUE
Middle Park,5/143 Canterbury Rd,1,u,400000,S,RT,08-10-2016,4.1,3206,1,1,1,0,49,1970,Port Phillip,-37.8522,144.9678,Southern Metropolitan,2019,2016,10,Oct,2016-10,400000,,47,1947–1977,14753.23,71.552,TRUE
Middle Park,15 McGregor St,2,h,1690000,VB,Buxton,13-08-2016,4.1,3206,2,1,1,145,96,1900,Port Phillip,-37.852,144.9654,Southern Metropolitan,2019,2016,8,Aug,2016-08,845000,11655.17,117,Pre-1917,14753.23,71.552,TRUE
Middle Park,81 Carter St,2,h,1020000,S,Cayzer,14-05-2016,4.1,3206,2,1,1,107,96,1900,Port Phillip,-37.8468,144.9612,Southern Metropolitan,2019,2016,5,May,2016-05,510000,9532.71,117,Pre-1917,14753.23,71.552,TRUE
Middle Park,50 Park Rd,2,h,1515000,S,Marshall,14-05-2016,4.1,3206,3,1,0,98,96,1900,Port Phillip,-37.8541,144.9665,Southern Metropolitan,2019,2016,5,May,2016-05,757500,15459.18,117,Pre-1917,14753.23,71.552,TRUE
Middle Park,6/82 Patterson St,2,u,700000,SP,Greg,16-04-2016,4.1,3206,2,1,1,0,67,1970,Port Phillip,-37.8556,144.9669,Southern Metropolitan,2019,2016,4,Apr,2016-04,350000,,47,1947–1977,14753.23,71.552,TRUE
Middle Park,76 Harold St,3,h,2360000,S,Cayzer,18-06-2016,4.1,3206,3,1,1,288,130,1900,Port Phillip,-37.8507,144.9591,Southern Metropolitan,2019,2016,6,Jun,2016-06,786666.67,8194.44,117,Pre-1917,14753.23,71.552,TRUE
Middle Park,82 Harold St,3,h,2005000,S,RT,18-06-2016,4.1,3206,3,1,0,220,130,1900,Port Phillip,-37.8508,144.9589,Southern Metropolitan,2019,2016,6,Jun,2016-06,668333.33,9113.64,117,Pre-1917,14753.23,71.552,TRUE
Middle Park,8/49 Patterson St,2,u,702000,SP,Marshall,18-06-2016,4.1,3206,2,1,1,0,76,1970,Port Phillip,-37.8549,144.9662,Southern Metropolitan,2019,2016,6,Jun,2016-06,351000,,47,1947–1977,14753.23,71.552,TRUE
Middle Park,287 Richardson St,4,h,3120000,S,Marshall,19-11-2016,4.1,3206,4,2,1,182,100,1900,Port Phillip,-37.8518,144.9663,Southern Metropolitan,2019,2016,11,Nov,2016-11,780000,17142.86,117,Pre-1917,14753.23,71.552,TRUE
Middle Park,15 Fraser St,2,h,1025000,S,Marshall,23-04-2016,4.1,3206,2,1,0,123,73,1910,Port Phillip,-37.8551,144.968,Southern Metropolitan,2019,2016,4,Apr,2016-04,512500,8333.33,107,Pre-1917,14753.23,71.552,TRUE
Middle Park,33 Nimmo St,2,h,1920000,S,Marshall,25-02-2017,4.1,3206,2,1,0,152,82,1910,Port Phillip,-37.8498,144.9628,Southern Metropolitan,2019,2017,2,Feb,2017-02,960000,12631.58,107,Pre-1917,14753.23,71.552,TRUE
Middle Park,171 Ashworth St,3,h,2623000,S,Greg,26-07-2016,4.1,3206,3,2,2,181,212,2010,Port Phillip,-37.8536,144.9625,Southern Metropolitan,2019,2016,7,Jul,2016-07,874333.33,14491.71,7,Post-1997,14753.23,71.552,TRUE
Middle Park,82 Hambleton St,3,h,1500000,VB,Cayzer,27-06-2016,4.1,3206,3,2,1,151,165,1880,Port Phillip,-37.847,144.9594,Southern Metropolitan,2019,2016,6,Jun,2016-06,500000,9933.77,137,Pre-1917,14753.23,71.552,TRUE
Middle Park,98 Harold St,2,h,1630000,SP,Marshall,27-11-2016,4.1,3206,2,1,0,152,113,1915,Port Phillip,-37.8513,144.9586,Southern Metropolitan,2019,2016,11,Nov,2016-11,815000,10723.68,102,Pre-1917,14753.23,71.552,TRUE
Middle Park,141 Richardson St,3,h,1910000,PI,Greg,28-08-2016,4.1,3206,3,1,3,217,125,1900,Port Phillip,-37.8474,144.9582,Southern Metropolitan,2019,2016,8,Aug,2016-08,636666.67,8801.84,117,Pre-1917,14753.23,71.552,TRUE
Mont Albert,371 Elgar Rd,2,h,1320000,SP,Lindellas,03-09-2016,11.8,3127,2,1,1,613,115,1950,Whitehorse,-37.8238,145.1135,Eastern Metropolitan,2079,2016,9,Sep,2016-09,660000,2153.34,67,1947–1977,9881.39,76.899,TRUE
Mont Albert,17 Rowland St,4,h,2850000,S,Jellis,03-09-2016,11.8,3127,4,2,2,1388,190,1938,Whitehorse,-37.82,145.1118,Eastern Metropolitan,2079,2016,9,Sep,2016-09,712500,2053.31,79,1917–1947,9881.39,76.899,TRUE
Mont Albert,50/781 Whitehorse Rd,2,u,750000,S,RW,04-02-2016,11.8,3127,2,2,2,0,80,2003,Whitehorse,-37.8161,145.1098,Eastern Metropolitan,2079,2016,2,Feb,2016-02,375000,,14,Post-1997,9881.39,76.899,TRUE
Mont Albert,48 Kenmare St,3,h,2588000,SP,Fletchers,07-11-2016,11.8,3127,3,3,2,1149,225,1920,Whitehorse,-37.812,145.1095,Eastern Metropolitan,2079,2016,11,Nov,2016-11,862666.67,2252.39,97,1917–1947,9881.39,76.899,TRUE
Mont Albert,3 Gilbert St,5,h,1955000,PI,hockingstuart,08-10-2016,11.8,3127,5,3,2,424,260,1938,Whitehorse,-37.8145,145.1131,Eastern Metropolitan,2079,2016,10,Oct,2016-10,391000,4610.85,79,1917–1947,9881.39,76.899,TRUE
Mont Albert,4/30 Kenmare St,5,h,1400000,PI,Marshall,10-12-2016,11.8,3127,5,4,2,355,35,1979,Whitehorse,-37.812,145.1074,Eastern Metropolitan,2079,2016,12,Dec,2016-12,280000,3943.66,38,1977–1997,9881.39,76.899,TRUE
Mont Albert,105/766 Whitehorse Rd,2,u,665000,S,hockingstuart,10-12-2016,11.8,3127,2,2,2,1291,76,2003,Whitehorse,-37.8167,145.1118,Eastern Metropolitan,2079,2016,12,Dec,2016-12,332500,515.1,14,Post-1997,9881.39,76.899,TRUE
